Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean,FLUORIDE(mg/l)-Minimum,FLUORIDE(mg/l)-Maximum,FLUORIDE(mg/l)-Mean
2409,""" WATER QUALITY OF RIVER- MAHANADI""","""CUTTACK FDS (SERUA) ATSANKHATRASA""","""ORISSA""",19,32,27.3,5.7,9.9,7.5,7.4,8.4,8,143,364,210,1.3,3.3,2.2,0.06,2.11,0.48,310,7900,2846,310,4300,1937,NA,NA,NA
2406,""" WATER QUALITY OF RIVER- MAHANADI""","""MUNDALI(WATER INTAKE POINT OFBHUBANESWAR CITY""","""ORISSA""",20,32,27.7,5.9,9.5,7.6,7.4,8.4,8,142,255,202,1,2.9,1.4,0.1,0.74,0.35,78,2200,975,170,9200,2415,NA,NA,NA
2404,""" WATER QUALITY OF RIVER- MAHANADI""","""POWER CHANNEL DOWNSTREAM NEAR BURLA""","""ORISSA""",24,34,27.3,5.1,8.2,6.7,7.6,8.4,7.9,126,244,184,1,2.3,1.7,0.02,4.38,0.69,80,940,412,80,160000,45192,NA,NA,NA
2407,""" WATER QUALITY OF RIVER- MAHANADI""","""PARADEEP UPSTREAM (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP)-(ESTUARINE ZONE)""","""ORISSA""",22,36,28.1,6.2,9.4,7.5,7.6,8.4,8,166,13190,2453,0.6,2.1,1.3,0.21,3.19,0.78,700,3100,1524,700,26000,5181,NA,NA,NA
1639,""" WATER QUALITY OF RIVER- MAHANADI""","""MAHANADI AT PARADEEPDOWNSTREAM-(ESTUARINE ZONE)""","""ORISSA""",22,35,28.1,6,7.9,6.8,7.7,8.3,8,1275,39670,23242,0.7,3,2.1,0.25,3.87,1.4,80,13000,1893,80,4300,1616,NA,NA,NA
1107,"""WATER QUALITY OF TRIBUTARY STREAMS- SEONATH""","""SEONATH AT UPSTREAM RAJNANDGAON""","""CHHATTISGARH""",18,31,22.8,7.2,8.1,7.5,7.4,7.6,7.5,309,332,320,1.1,2.1,1.5,0.38,0.62,0.49,270,270,270,120,9200,2625,NA,NA,NA
1845,"""WATER QUALITY OF TRIBUTARY STREAMS- SEONATH""","""SEONATH RIVER WATER SUPPLYWELL, DURG.""","""CHHATTISGARH""",21,31,24.3,7.3,7.7,7.5,7.3,7.5,7.4,321,338,329,1.4,1.9,1.6,0.4,0.4,0.4,NA,NA,NA,210,8400,3293,NA,NA,NA
1266,"""WATER QUALITY OF TRIBUTARY STREAMS- SEONATH""","""SEONATH AT SHIMGA A/C KHAROON""","""CHHATTISGARH""",25,30,28.8,7.4,7.8,7.6,7.2,7.9,7.6,228,674,389,NA,NA,NA,0.2,2.2,1.2,NA,NA,NA,11,2800,1508,NA,NA,NA
1265,"""WATER QUALITY OF TRIBUTARY STREAMS- KHAROON""","""KHAROON AT RAIPUR UPSTREAM""","""CHHATTISGARH""",24,34,29.5,7.2,8.7,8.1,7.7,7.8,7.7,240,610,344,NA,NA,NA,1.1,2.2,1.4,NA,NA,NA,30,1700,1023,NA,NA,NA
1847,"""WATER QUALITY OF TRIBUTARY STREAMS- KHAROON""","""KHAROON RIVER B/C KHAPRI DRAIN,DURG, RAIPUR ROAD BRIDGE""","""CHHATTISGARH""",21,30,24,7.3,7.9,7.6,7.4,7.6,7.5,318,339,330,1.4,1.9,1.6,0.3,0.5,0.5,NA,NA,NA,210,160000,35583,NA,NA,NA
1846,"""WATER QUALITY OF TRIBUTARY STREAMS- KHAROON""","""KHAROON RIVER A/C KHAPRI DRAIN""","""CHHATTISGARH""",21,30,23.8,7.1,7.8,7.5,7.5,7.6,7.5,325,347,336,1.6,2.2,1.9,0.5,0.6,0.6,NA,NA,NA,240,13000,5018,NA,NA,NA
1853,"""WATER QUALITY OF TRIBUTARY STREAMS- KHAROON""","""KHAROON RIVER BUNDRI, RAIPUR""","""CHHATTISGARH""",24,34,29.5,7.1,8.5,7.7,7.8,7.9,7.8,196,632,333,NA,NA,NA,1.2,2.1,1.5,240,240,240,27,3500,1718,NA,NA,NA
1105,"""WATER QUALITY OF TRIBUTARY STREAMS- HASDEO""","""HASDEO AT UPSTREAM KORBA""","""CHHATTISGARH""",25.1,27,26.3,5.5,6.9,6.4,7.1,7.2,7.1,NA,NA,NA,0.9,2.3,1.4,1.05,1.57,1.31,NA,NA,NA,70,1700,829,NA,NA,NA
1106,"""WATER QUALITY OF TRIBUTARY STREAMS- HASDEO""","""HASDEO AT UPSTREAM OF CHAMPA""","""CHHATTISGARH""",24,34,28.9,6.3,7.5,6.9,7.5,8.5,7.9,176,274,236,1.4,1.8,1.6,1.39,2.05,1.73,NA,NA,NA,7,7000,3017,NA,NA,NA
1849,"""WATER QUALITY OF TRIBUTARY STREAMS- KELO""","""KELO RIVER UPSTREAM OF RAIGARH""","""CHHATTISGARH""",24,32,27.3,7.1,7.5,7.3,7.4,7.6,7.5,247,292,266,1.1,1.9,1.4,1.17,1.29,1.22,NA,NA,NA,64,54000,6148,NA,NA,NA
1850,"""WATER QUALITY OF TRIBUTARY STREAMS- KELO""","""KELO RIVER DOWNSTREAM OF RAIGARH""","""CHHATTISGARH""",24,32,27.3,7,7.3,7.2,7.5,7.8,7.6,258,298,278,1.6,2.8,2.1,1.19,1.36,1.26,NA,NA,NA,120,2400,658,NA,NA,NA
1267,"""WATER QUALITY OF TRIBUTARY STREAMS- IB""","""IB AT SUNDARGARH, ORISSA""","""ORISSA""",23,35,28.9,5.3,8.7,7.4,7.4,8.3,7.9,82,183,144,0.5,2.6,1.5,0.02,2.12,0.39,68,1700,624,140,2400,828,NA,NA,NA
1268,"""WATER QUALITY OF TRIBUTARY STREAMS- IB""","""IB AT JHARSUGUDA (INTAKE)""","""ORISSA""",22,32,27.3,5.4,9,7.3,6.8,8.4,7.8,96,206,146,0.8,2.5,1.5,0,1.48,0.34,130,13000,2367,220,300,106,NA,NA,NA
1300,"""WATER QUALITY OF TRIBUTARY STREAMS- IB""","""IB AT RAJ NAGAR UPSTREAM""","""ORISSA""",20,33,27.5,5.7,9.1,7.5,7.3,8.3,7.9,95,228,157,1,2.2,1.4,0.01,1.19,0.25,110,1400,711,700,240,85,NA,NA,NA
1269,"""WATER QUALITY OF TRIBUTARY STREAMS- IB""","""IB AT BRAJRAJNAGAR (INTAKE) DOWNSTREAM""","""ORISSA""",20,32,27.5,5.9,9.6,7.5,7.4,8.3,8,90,288,162,1.2,2.4,1.8,0.02,1.57,0.42,110,3100,1288,790,2400,820,NA,NA,NA
2403,"""WATER QUALITY OF TRIBUTARY STREAMS- BHEDEN""","""BHEDEN B/C WITH IB RIVER""","""ORISSA""",18,31,25.9,5,9.7,7.4,7.2,8.2,7.8,115,393,249,0.7,2.4,1.6,0.01,1.24,0.43,130,790,297,230,2400,995,NA,NA,NA
1279,"""WATER QUALITY OF TRIBUTARY STREAMS- KUAKHAI""","""KUAKHAI AT BHUBANESWAR UPSTREAM""","""ORISSA""",23,35,29.1,5.3,8.8,7,7.1,8.2,7.7,167,256,202,1.6,2.8,2.1,0.06,7.05,1.29,200,11000,2958,790,50,41,NA,NA,NA
1280,"""WATER QUALITY OF TRIBUTARY STREAMS- KUAKHAI""","""KUAKHAI AT BHUBANESWAR DOWNSTREAM""","""ORISSA""",26,35,29.8,5.2,11,6.7,7.1,8,7.5,156,348,251,2.2,6.5,4,0.06,7.46,3.19,4600,54000,16342,7900,230,122,NA,NA,NA
2410,"""WATER QUALITY OF TRIBUTARY STREAMS- KUAKHAI""","""KUAKHAI AT BHUBANESWAR FUPSTREAM""","""ORISSA""",23,34,29.1,7,10.3,8.8,7.4,8.2,7.9,129,248,191,1,2.4,1.8,0.01,1.09,0.29,70,1400,478,70,23,16,NA,NA,NA
2411,"""WATER QUALITY OF TRIBUTARY STREAMS- DAYA""","""DAYA AT BHUBANESWAR FDOWNSTREAM ( 2 KM""","""ORISSA""",25,36,29,5.1,8,6.4,7.2,8.2,7.6,175,365,261,1.2,4.8,3.4,0.06,6.51,2.39,2300,35000,8536,3300,240,153,NA,NA,NA
1301,"""WATER QUALITY OF TRIBUTARY STREAMS- KATHAJODI""","""KATHAJODI AT CUTTACK DOWNSTREAM""","""ORISSA""",20,33,27.5,6,9,7.4,7.6,8.3,8.1,131,286,201,2.4,3.9,3.1,0.05,3.2,0.54,14000,160000,42667,22000,460,276,NA,NA,NA
2412,"""WATER QUALITY OF TRIBUTARY STREAMS- SANKHA""","""SANKHA UPSTREAM ( DOWNSTREAM OF MANDIRA DAM)""","""ORISSA""",23,30,25.7,5.5,9.1,7.3,7.2,8.3,7.7,100,381,159,0.7,2.8,1.6,0.02,8.2,1.51,210,24000,2466,630,17000,2353,NA,NA,NA
2408,"""WATER QUALITY OF TRIBUTARY STREAMS- TEL""","""TEL RIVER""","""ORISSA""",20,32,27.1,6.1,9.9,7.7,7.4,8.3,8,146,300,201,1.1,2.3,1.7,0.04,2.62,0.51,230,1300,784,700,17000,4088,NA,NA,NA
1640,"""WATER QUALITY OF TRIBUTARY STREAMS- BIRUPA""","""BIRUPA AT CHOUDWAR""","""ORISSA""",20,35,27.8,5.9,9.5,7.3,7.6,8.3,8,163,395,216,1,2.4,1.7,0.11,1.67,0.63,330,13000,2781,28,2800,1439,NA,NA,NA
1037,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT UPSTREAM PANPOSH""","""ORISSA""",23,32,26.3,5.5,8.6,7.1,7.1,8.1,7.7,94,228,143,0.6,1.8,1.2,0.06,6.79,1.19,790,7900,1848,1300,6300,2728,NA,NA,NA
1038,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT DOWNSTREAM PANPOSH""","""ORISSA""",22,34,26.3,5,7.8,6.4,6.7,7.8,7.4,133,458,296,3,6.6,4.7,0.18,9.72,4.15,1700,35000,8892,3500,1400,683,NA,NA,NA
1302,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT ROURKELA DOWNSTREAM""","""ORISSA""",20,34,26.1,5.4,7.5,6.5,6.8,8.1,7.5,116,393,240,1.8,5.3,3.9,0.04,6.27,2.35,940,35000,5407,1700,17000,6316,NA,NA,NA
2414,"""WATER QUALITY OF RIVER- BRAHMANI""","""ROURKELA FDOWNSTREAM AT BIRITOLA""","""ORISSA""",24,33,27.6,5,8,6.8,7.1,8.2,7.7,93,354,205,1.2,3.6,2.5,0.3,5.61,1.53,790,13000,3026,1500,92000,25058,NA,NA,NA
1039,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT BONAIGARH""","""ORISSA""",22,34,28.3,5.6,9.9,7.8,7.2,8.3,7.9,99,308,192,0.8,2.8,1.6,0.15,4.35,1.54,790,3100,1443,1400,2100,932,NA,NA,NA
1040,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT RENGALI""","""ORISSA""",16,36,28.8,5.9,9,7.9,6.9,8.3,7.7,98,272,143,0.6,2.8,1.5,0.05,2.9,0.86,210,2300,813,630,54000,13327,NA,NA,NA
1041,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT SAMAL""","""ORISSA""",15,36,28.2,6.2,8.9,7.4,7.3,8.3,7.8,99,424,177,1.1,2.5,1.8,0.13,1.94,0.59,170,940,525,330,160000,61333,NA,NA,NA
1303,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT TALCHER UPSTREAM""","""ORISSA""",18,33,25.8,6.1,8.8,7.6,7.4,8.2,7.9,98,192,140,1,2.5,1.7,0.04,1.55,0.54,790,2200,1250,1500,54000,5515,NA,NA,NA
2415,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT TALCHER FUPSTREAM (INTAKEWELL OF MCL, TALCHER)""","""ORISSA""",17,35,25.7,6.6,8.3,7.5,7.5,8.3,7.9,101,242,153,1.1,2,1.5,0.01,3.42,0.63,230,1500,702,700,2400,1453,NA,NA,NA
2416,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT TALCHER FDOWNSTREAM""","""ORISSA""",20,37,27.4,6.3,8,7.3,7.4,8.2,7.8,109,218,160,1,2.8,1.8,0.04,1.59,0.57,460,14000,3224,940,17000,5163,NA,NA,NA
1042,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT KAMALANGA""","""ORISSA""",20,36,27.4,6.3,8.7,7.7,7.4,8.3,7.9,101,218,166,1,2.4,2,0.03,2.84,0.6,1100,28000,5642,2100,13000,3492,NA,NA,NA
2417,"""WATER QUALITY OF RIVER- BRAHMANI""","""DHENKANAL DOWNSTREAM, DHENKANAL TOWN""","""ORISSA""",21,29,25.4,6.2,8.8,7.6,7.4,8.4,7.9,106,236,149,0.8,2.8,1.7,0.09,1.8,0.68,1400,35000,5867,2600,54000,18450,NA,NA,NA
1043,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT BHUBAN""","""ORISSA""",23,34,28.7,6,8.8,7.6,7.5,8.4,7.9,115,206,150,1.2,2.6,1.7,0.11,2.35,0.66,1100,13000,2683,2100,92000,12583,NA,NA,NA
2418,"""WATER QUALITY OF RIVER- BRAHMANI""","""KABATABANDHA (BEFORE IMPACT OFINDL ACTIY KALINGANAGAR AREA)""","""ORISSA""",23,35,28.1,5.6,9.5,7.6,7.3,8.4,7.8,97,221,154,1,2.6,1.8,0.05,4.02,0.92,840,8400,2323,1200,22000,5592,NA,NA,NA
1044,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT DHARMASHALA""","""ORISSA""",19,38,26,6.3,9.7,7.8,7.5,8.2,7.9,113,308,176,1.2,2.8,2,0.08,3,0.97,940,11000,3537,1500,5800,2825,NA,NA,NA
1045,"""WATER QUALITY OF RIVER- BRAHMANI""","""BRAHMANI AT PATTAMUNDAI""","""ORISSA""",18,33,27.1,5.6,9.5,7.4,7.4,8.5,8,124,364,203,0.8,2.4,1.7,0.07,0.88,0.31,1700,35000,6133,3500,4900,1568,NA,NA,NA
1036,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- KOEL""","""KOEL AT MANOHARPUR AFTERMEETING KOINA RIVER DOWNSTREAM""","""JHARKHAND""",18,30,26.1,7.6,8.2,7.8,7.4,7.8,7.6,164,178,169,0.3,1.1,0.6,0,8.11,4.67,NA,NA,NA,NA,1700,1069,NA,NA,NA
2413,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- KOEL""","""KOEL UPSTREAM (A/C RIVER KARO)""","""ORISSA""",23,30,26.2,5.3,9,7.1,7,8.3,7.8,91,291,176,0.6,2.8,1.5,0.13,2.8,0.63,230,17000,1995,580,4300,2267,NA,NA,NA
1033,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- KOEL""","""KOEL AT BASIA,DAM UPSTREAM""","""JHARKHAND""",17,29,22.6,6,8.2,7.3,6.6,7.3,6.9,NA,NA,NA,1,6.8,1.9,NA,NA,NA,NA,NA,NA,NA,2100,1257,NA,NA,NA
2376,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- NORTH KOEL""","""NORTH KOEL UPSTREAM DALTANGANJ""","""JHARKHAND""",16.5,29,24.3,7.3,8.1,7.8,6.6,7.4,7.1,NA,NA,NA,1,3,1.6,NA,NA,NA,150,150,150,750,21000,5378,NA,NA,NA
2377,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- NORTH KOEL""","""NORTH KOEL DOWNSTREAM BCCL, REHLA""","""JHARKHAND""",16.9,29,24,7.2,8.3,7.7,6.5,7.5,6.9,NA,NA,NA,1,3,1.8,NA,NA,NA,230,280,255,1500,43000,11075,NA,NA,NA
2419,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- KHANDITARA""","""KHANDITARA (DOWNSTREAM OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR)""","""ORISSA""",19,38,26,6.7,8.9,8,7.2,8.3,7.9,102,188,140,1.2,2.6,1.9,0.03,1.71,0.5,490,9400,2118,940,54000,10817,NA,NA,NA
2420,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- AUL""","""AUL""","""ORISSA""",23,32,27.8,5.1,8.8,6.9,7.1,8.1,7.7,113,193,152,0.8,2.6,1.5,0.04,1.94,0.54,700,24000,3299,1400,24000,5433,NA,NA,NA
1034,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- SANKH""","""SANKH AT BOLBA""","""JHARKHAND""",19.2,29.5,23.4,6.8,8.4,7.5,7.1,7.5,7.3,NA,NA,NA,1,6,2,NA,NA,NA,NA,NA,NA,NA,15000,5192,NA,NA,NA
1035,"""WATER QUALITY OF TRIBUTARY STREAMS OF BRAHMANI- KARO""","""KARO AT LOHOJIMI UPSTREAM""","""JHARKHAND""",17.5,30,23.6,6.7,8,7.4,6.8,7.2,6.9,NA,NA,NA,1,6,2.6,NA,NA,NA,NA,NA,NA,NA,17000,6792,NA,NA,NA
1081,""" WATER QUALITY OF RIVER- BAITARNI ""","""BAITARNI AT JODA""","""ORISSA""",18,31,24.7,5.6,10.3,7.7,7.1,7.9,7.6,93,247,152,0.5,2.5,1.6,0.04,3.98,0.94,230,2200,714,700,92000,14717,NA,NA,NA
1082,""" WATER QUALITY OF RIVER- BAITARNI ""","""BAITARNI AT ANANDPUR""","""ORISSA""",15,33,27.8,5.6,10.3,7.3,7.3,8.2,7.8,83,288,161,0.6,2.4,1.6,0.02,1.32,0.4,1100,17000,3773,1700,NA,NA,NA,NA,NA
1083,""" WATER QUALITY OF RIVER- BAITARNI ""","""BAITARNI AT JAJPUR""","""ORISSA""",20,36,26.8,6.3,11.9,8,7.4,8.3,8,107,323,183,1.2,3.2,2,0.07,2.51,0.85,1200,24000,5725,350,35000,4178,NA,NA,NA
1084,""" WATER QUALITY OF RIVER- BAITARNI ""","""BAITARNI AT CHANDBALI-(ESTUARINE ZONE)""","""ORISSA""",22,31,27.2,5.4,9.8,6.9,7.3,8.4,7.7,203,15740,7008,0.6,2.8,1.6,0.02,1.91,0.75,940,17000,3712,1700,NA,NA,NA,NA,NA
1085,""" WATER QUALITY OF RIVER- BAITARNI ""","""BAITARNI AT DHAMRA-(ESTUARINE ZONE)""","""ORISSA""",23,30,27.2,5.2,8.5,6.4,7.4,7.9,7.6,204,32540,20369,0.3,3,1.7,0.22,3.08,1.37,140,14000,2728,470,750,750,NA,NA,NA
2421,"""WATER QUALITY OF TRIBUTARY STREAMS OF BAITARNI- KUSEI""","""KUSEI BEFORE JOINING BAITARANI ATANANDPUR""","""ORISSA""",16,35,28.2,5.4,9.7,7.6,7.8,8.4,8.1,194,318,241,0.7,1.8,1.2,0.07,1.32,0.28,230,2300,1256,840,1500,1500,NA,NA,NA
1641,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT RAJGHAT NEARBIHAR BORDER""","""ORISSA""",16,32,22.4,6.8,8.2,7.7,7.4,8.4,8,126,408,249,0.8,2,1.5,0.04,0.96,0.25,460,15000,2923,1200,14000,3470,NA,NA,NA
2399,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT CHANDIL DAM""","""JHARKHAND""",16,36.5,27,3,8.3,7.5,7.4,7.6,7.5,152,184,164,0.2,0.6,0.5,3.8,7.12,5.67,NA,NA,NA,NA,35000,5492,NA,NA,NA
48,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT CHANDIL BDG""","""JHARKHAND""",17,37,26.7,7.4,8.2,7.9,7.4,7.7,7.6,152,174,166,0.2,1,0.6,0,7.24,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT JAMSHEDPUR""","""JHARKHAND""",17,38,27.8,6.4,7.8,7.1,7.4,7.8,7.5,162,296,184,1.4,2.8,2,0,9.1,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT DOWNSTREAMJAMSHEDPUR,(TATA NAGAR)""","""JHARKHAND""",15,34,26.3,4.2,8,6.2,7.4,8.2,7.7,170,201,181,1.8,3.8,2.6,0,9.3,6.63,NA,NA,NA,NA,4300,1472,NA,NA,NA
2387,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT GHATISLA ROAD BRIDGE""","""JHARKHAND""",16.5,34,26.5,6.4,8.6,7.8,7.3,7.6,7.5,132,164,155,0.2,0.6,0.4,3.72,6.4,5.18,NA,NA,NA,NA,28000,7209,NA,NA,NA
23,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA ATRANCHI,(TATISILWAI)""","""JHARKHAND""",16,31,24.3,4.5,8,6.3,6.5,7.5,7,NA,NA,NA,3,6,4.4,NA,NA,NA,230,430,330,1200,54000,11871,NA,NA,NA
2385,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""AT NAMKUM ROAD BRIDGE""","""JHARKHAND""",17.2,28,23.7,3.5,7.8,5.9,6.5,8,7,NA,NA,NA,3,7,5.2,NA,NA,NA,280,280,280,1500,54000,8858,NA,NA,NA
2386,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT MURI RD BDG""","""JHARKHAND""",17.2,27,23.1,6.8,8,7.5,6.5,7.6,7,NA,NA,NA,1,5.5,2.5,NA,NA,NA,280,280,280,1500,28000,5174,NA,NA,NA
2395,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT HATIA DAM""","""JHARKHAND""",16.9,28,22.6,6.9,8.3,7.6,6.6,7.8,7.2,NA,NA,NA,1,4,2.3,NA,NA,NA,230,280,255,1200,5400,2798,NA,NA,NA
2397,"""WATER QUALITY OF RIVER- SUBARNAREKHA""","""SUBARNAREKHA AT GATALSUD DAM""","""JHARKHAND""",15,28.5,23.5,7,8.2,7.8,6.8,8.1,7.3,NA,NA,NA,1,7,3.3,NA,NA,NA,110,110,110,750,43000,7300,NA,NA,NA
1312,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT JAYAKWADI DAM,AURNAGABAD""","""MAHARASHTRA""",20,40,27.3,6,7.8,6.8,7.4,8.3,8,328,1432,574,2.8,12,4.7,0.01,3.62,1.1,2,7,3,34,NA,NA,NA,NA,NA
2177,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI RIVER NEAR SOMESHWAR TEMPLE.""","""MAHARASHTRA""",24,26,25.5,4.8,7,5.9,7.4,8.2,7.7,176,675,313,2.5,14.5,6.5,0.29,4.68,1.51,8,70,21,22,NA,NA,NA,NA,NA
2182,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI RIVER AT SAIKHEDA.""","""MAHARASHTRA""",24,27,25.7,2.7,6.9,5.5,7,8.3,7.6,132,764,363,2.8,12.5,6.6,0.54,4.49,1.71,9,40,17,24,NA,NA,NA,NA,NA
2179,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT HANUMAN GHAT, NASHIK CITY.""","""MAHARASHTRA""",25,27,26.1,3.8,6.4,5.2,7.1,7.7,7.3,270,1290,467,4.6,13.5,8.8,0.04,5.86,2.63,14,70,37,50,NA,NA,NA,NA,NA
2183,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT NANDUR-MADMESHWAR DAM.""","""MAHARASHTRA""",24,29,25.3,5.7,6.9,6.4,7.2,8,7.6,173,758,359,2.5,6,4.1,0.09,3.84,1.91,8,50,16,26,NA,NA,NA,NA,NA
2181,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT KAPILA- GODAVARI CONFLUENCE POINT, TAPOVAN.""","""MAHARASHTRA""",25,26,25.6,1.2,6.7,3.9,7.1,7.8,7.4,210,780,571,4,37,13.9,0.09,5.32,2.84,17,90,35,40,2100,1650,NA,NA,NA
2180,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI RIVER NEAR TAPOVAN""","""MAHARASHTRA""",24,26,25.6,1.8,6.5,4.2,7.2,7.9,7.5,201,1112,511,4.5,28,12.9,0.62,6.24,2.81,17,90,45,70,1500,1500,NA,NA,NA
1096,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT PANCHAVATI AT RAMKUND""","""MAHARASHTRA""",24,27,26,4,6.4,5.2,7.1,7.8,7.5,206,660,344,2.2,16,9.5,0.06,3.61,1.88,17,60,28,50,1500,1500,NA,NA,NA
1211,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT NASIK DOWNSTREAM""","""MAHARASHTRA""",24,27,25.8,1.9,7,4.8,6.4,7.8,7.3,214,699,383,2.4,28,11.2,0.68,3.84,1.89,11,50,25,40,1500,1350,NA,NA,NA
1095,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT UPSTREAM OF GANGAPUR DAM,NASIK""","""MAHARASHTRA""",24,26,25,5.8,6.9,6.5,7.1,7.9,7.5,145,302,201,2.2,9,4.2,0.09,3.43,1.27,7,14,11,22,750,750,NA,NA,NA
2160,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT UPSTREAM OF AURANGABADRESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.""","""MAHARASHTRA""",18,40,28.4,3.4,7.5,6.3,7.1,8.9,8.1,519,1430,970,2.8,7.2,4.8,0.12,4.5,1.35,2,9,3,50,140,86,NA,NA,NA
2158,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT UPSTREAM OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI .""","""MAHARASHTRA""",20,40,27.3,6.1,7.6,6.8,7.5,8.7,8.1,407,930,537,3,8,4.4,0.16,3.62,1.23,1,9,3,34,280,77,NA,NA,NA
2159,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT DOWNSTREAM OF PAITHAN ATPATHEGAON BRIDGE.""","""MAHARASHTRA""",20,40,27.4,5.2,7.7,6.4,7.3,8.8,8.1,398,1402,733,3,12,5.1,0.07,6.42,1.87,2,7,3,50,90,47,NA,NA,NA
2161,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.""","""MAHARASHTRA""",22,32,27.6,2.3,7.1,6.1,6.9,8.9,8,405,1959,935,3.1,18.7,6.2,0.22,5.62,2.1,2,6,3,50,700,152,NA,NA,NA
12,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT DHALEGAON""","""MAHARASHTRA""",20,30,25.6,5.8,7.3,6.6,7.1,8.4,7.9,392,1158,642,3.2,10,4.9,0.18,3.63,1.4,2,4,2,50,150,55,NA,NA,NA
